"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"FA20_EMJ4TRKA829K";1;3;2;2;3;2;NA;"4,5";4
"FA20_1LW561SDY10I";2;2;2;1;2;1;3;"1,5,18";3
"FA20_5IJVYO1EZW20";2;3;2;2;4;1;3;"1,16,17";NA
"FA20_ETAH6XP6PQVC";1;1;4;1;1;1;3;"18";NA
"FA20_AUN9TM7MZOKQ";1;2;4;1;2;1;4;"2,17,18";NA
"FA20_H8V63Y4SKJVW";1;2;3;1;2;2;2;"1,19";NA
"FA20_IYHL7B2MSMPS";1;1;1;1;3;4;2;"2";NA
"FA20_1HL368UYQU2Q";1;2;1;1;2;2;2;"1";NA
"FA20_K658BGZTQ0GG";1;1;1;1;2;1;4;"15";NA
"FA20_2KC5UV3YM6YC";1;1;4;1;2;1;4;"9,18";NA
"FA20_ZXMGFXRJ86QB";1;1;3;2;1;1;4;"15";NA
"FA20_6PP5DS82IEEX";1;4;2;1;4;3;1;"8";NA
"FA20_A983T30F3EWT";1;3;1;1;3;1;3;"4,10,18";NA
"FA20_NX3Z9VJ7DRLP";1;2;3;3;3;2;2;"1";NA
"FA20_7QWVRM603IBY";1;4;2;1;3;2;3;"1,5";1
"FA20_01GGS494K9QA";1;3;1;2;4;1;1;"1";NA
"FA20_GL29K8ZGOYU5";1;4;1;1;4;1;1;"4,13";NA
"FA20_LE3M988AYACN";1;2;3;1;2;1;2;"2";NA
"FA20_S15ZJ2AWU62Z";1;1;3;1;1;2;2;"1,2";NA
"FA20_WVNXXLZW4ESR";1;2;1;2;3;3;1;"2";NA
"FA20_BOTXJ03SMJTM";1;1;NA;1;1;1;NA;"15";NA
"FA20_NH8T9KRBNPVN";1;2;3;1;2;1;3;"6,18";NA
"FA20_QZX3ZSSFSQ0C";1;2;2;2;3;1;2;"2,5,6,7,12,17";1
"FA20_QTA6CPPVST3S";2;3;2;3;3;3;2;"5,17,18";3
"FA20_LLA8C58C0XY2";1;1;1;1;1;1;1;"1";NA
"FA20_ZG1OU8FF8MKT";1;1;2;1;1;1;2;"1";NA
"FA20_YGSN9WZEK36T";1;1;3;2;2;2;3;"4,5,11,12";2
"FA20_U3ZZQHGCWZHG";1;2;3;2;2;2;3;"2,5,9,12,14";1
"FA20_1984EBYSK07A";1;3;1;2;3;1;1;"2";NA
"FA20_W6CRYXBRSMQF";1;1;2;1;2;1;4;"1,17";NA
"FA20_1JYLDC6YTVSD";1;2;3;2;3;2;4;"2";NA
"FA20_PEBARMZ4TXUL";2;3;2;2;2;2;2;"1,5,12";1
"FA20_VK0V8Z8PTEEU";1;4;2;1;4;2;4;"1";NA
"FA20_DEUK28N4GXRQ";1;1;4;1;1;1;4;"1,5,17";4
"FA20_362PUZTGJK5Z";1;1;4;1;1;1;4;"1,5,13,17";4
"FA20_X6CT6KPD3MYT";1;1;4;1;1;1;4;"11";NA
"FA20_GJWVAXTH6798";1;1;2;1;1;1;2;"1";NA
"FA20_2NY4QTF1SDIX";1;1;2;1;2;1;3;"4,5,7,15";2
"FA20_QA5IIY3AV0OA";1;3;4;1;2;1;4;"1,7,18";NA
"FA20_ZPSLF94XFJAZ";2;4;2;2;4;2;2;"2";NA
"FA20_BNF00PO74DQ9";2;3;4;2;4;2;4;"2";NA
"FA20_P45EI5I72MH5";4;3;2;1;2;3;1;"5,7,18";3
"FA20_UBVHTIQ1VZQK";1;2;2;1;2;2;2;"2";NA
"FA20_HFSCASMPHGFF";1;3;2;2;3;1;3;"2";NA
"FA20_WQPOFOXS0KC3";1;4;1;2;4;1;1;"2,18";NA
"FA20_CJPUPNZQFGHC";1;3;2;1;3;1;2;"2,10";NA
"FA20_RC2GGPA3SKKB";1;2;1;4;4;2;1;"9";NA
"FA20_73FSNKVTC24V";1;1;1;2;2;2;NA;"2";NA
"FA20_RUHEX6B14QYN";4;2;4;2;3;3;2;"1";NA
"FA20_GIQ617LXZYLD";1;4;3;1;3;1;3;"10";NA
"FA20_ZEIUC854BCK9";1;1;1;2;2;2;1;"12,15";NA
"FA20_C63EK788L5Z1";3;4;1;2;4;2;2;"1";NA
"FA20_OKOW8Y4Y25Q7";1;2;2;1;2;1;2;"4,5,10,18";2
"FA20_ZI1NFLWM60V7";1;1;2;1;1;1;2;"1,2";NA
"FA20_63QELRN5SEBB";1;2;3;1;3;1;2;"4,5,12,17,18";1
"FA20_XUXWMQKTU87A";1;4;1;4;4;4;2;"9,18";NA
"FA20_ZIULPFSCQ7JQ";1;2;4;1;2;1;4;NA;NA
"FA20_IRKUAEIQ7TW1";1;2;2;1;2;2;1;"1,2,5,18";2
"FA20_UJJHAA9L7IOJ";2;2;1;1;3;2;2;"2,5,17";2
"FA20_T7HYZRK76AKW";1;1;1;2;2;1;1;"4,5,7,15,19";1
"FA20_23EEO07TFNXZ";1;1;3;1;1;1;3;"1,3,4,5,12,13,15";3
"FA20_KJUUGEII0LOW";1;1;2;1;3;1;2;"18";NA
"FA20_7I3X1ETG9CP6";2;3;1;3;3;3;1;"1,4";NA
"FA20_6RRB7RD66BEJ";1;1;4;1;2;1;4;"1,2,12";NA
"FA20_QTXOM6KCRH5Z";1;2;4;1;2;1;4;"1,2,17,18";NA
"FA20_RS4U7RE5N3F0";1;4;1;2;4;2;1;"1";NA
"FA20_DGVZOFW1D4XC";1;1;2;1;2;1;4;"2,18";NA
"FA20_I00ZO1NRAN4V";1;3;3;1;2;1;3;"1,2";NA
"FA20_EESFOOASN2S7";2;3;2;3;3;3;2;"5,18";1
"FA20_XE841UA835UI";2;3;2;3;3;4;2;"2,5";2
"FA20_V5W6BN258N3S";1;1;2;1;1;1;2;"5,12,14";2
"FA20_0M1HIL0IRGSX";1;2;4;2;3;2;3;"1";NA
"FA20_7IGT49NYPIEZ";3;4;1;3;4;3;1;"1,2";NA
"FA20_LMHB72O8VAC5";1;2;2;1;2;1;2;"4,7";NA
"FA20_YXAT3DZZVNMI";1;1;4;1;1;1;3;"10";NA
"FA20_XDHGFNEKPEIU";1;3;1;2;2;2;2;"1,5";2
"FA20_C7X3L5XFW9GG";1;2;3;2;3;2;4;"8";NA
"FA20_LYD5I751CJEG";2;4;2;2;3;1;2;"2,7";NA
"FA20_C0DN3CHVUS3V";2;3;1;3;3;3;1;"2,8,9";NA
"FA20_TLBI628LVN89";1;4;2;3;4;4;NA;"5";4
"FA20_9G0OCA1D4562";2;4;1;2;3;3;1;"4,17";NA
"FA20_D3MHDI7RH9YT";2;2;2;2;2;2;2;"19";NA
"FA20_3HJYZSR9O8HL";1;1;2;1;1;1;2;"4";NA
"FA20_V983MZBILWY7";1;2;3;1;3;1;2;"18";NA
"FA20_JRSWVQ4LUIUO";1;1;2;1;2;1;2;"6,7";NA
"FA20_GRADE97Z6SQM";3;3;2;1;2;1;2;"1,2";NA
"FA20_ZROLUEW2DL37";1;1;4;1;1;1;4;"15";NA
"FA20_XRLE8WIMV9R6";2;2;3;3;3;1;4;"1,2,5,15,18";3
"FA20_FL9IY2ADH0EE";1;1;3;1;2;1;3;"2,5,7,9,10,13,17";2
"FA20_D7SOY3TAXQS8";1;1;3;1;2;1;4;"5,9,12,18";4
"FA20_AELBLBYS1KCR";2;3;3;2;4;2;3;"1,16";NA
"FA20_IB5K5MW2G962";1;2;NA;1;2;2;1;"15";NA
"FA20_ASLQ0IUWBWL9";1;3;1;3;4;4;1;"1,4";NA
"FA20_7RK3U01JNCD2";2;2;1;1;2;1;1;"2";NA
"FA20_4P9VLEDMUDPN";1;1;2;1;1;1;2;"10,18";NA
"FA20_9I0VRROSCMQI";1;2;3;1;2;1;4;"6,8";NA
"FA20_QBDGL5404TFG";1;3;2;2;4;4;1;"1";NA
"FA20_TOUXFGNQJ9BK";1;3;3;1;3;1;3;"1,2";NA
"FA20_0DERWF0FWF3R";1;4;2;1;4;4;1;"4,5,11,15";2
"FA20_88QEHRWB8GLI";2;3;2;2;3;2;3;"1";NA
"FA20_JGRHHRWW6UGA";1;2;3;1;3;1;4;"2,5,17";1
"FA20_Y403P4X0QGOL";1;1;4;1;1;1;3;"1";NA
"FA20_JIU12RQDEVKF";2;4;2;2;3;1;2;"15";NA
"FA20_ABIE02B4NYUW";1;1;4;1;1;1;4;"18";NA
"FA20_PMBBB66IPQMR";1;1;3;1;1;1;3;"1";NA
"FA20_MZWKTTHZHL6F";1;3;3;1;3;1;3;"1,5,18";1
"FA20_35JWI6KTT7IM";3;3;3;3;3;1;3;"2,9,17,18";NA
"FA20_4RWYQ0J1DQDV";1;4;1;1;2;1;2;"1";NA
"FA20_8KD6XABSI5GT";1;2;2;1;4;1;2;"1";NA
"FA20_QOYLFAWOD3NW";2;4;2;2;4;2;2;"2,18";NA
"FA20_ZPPOMJW4DPE3";1;4;2;2;4;2;2;"2,5,12,17";2
"FA20_CVORCMHQ81A3";1;1;3;1;1;1;2;"2,4,5,18";2
"FA20_JGQ70SZKBN8M";1;1;4;1;1;1;4;"7,18";NA
"FA20_8DR420GF3EMC";1;3;3;2;3;2;3;"4,18";NA
"FA20_GHJQZSV3Q61P";2;2;3;2;3;2;2;"4,5,7,9";1
"FA20_GWFL8THY9QND";1;1;3;1;1;2;2;"2,18";NA
"FA20_262M5PN3PILW";1;2;2;1;1;1;2;"1,10";NA
"FA20_AN2Z9BDAM4WU";1;1;4;1;1;1;4;"2,18";NA
"FA20_5231MCDSUGBA";1;1;2;1;1;1;4;"1,2";NA
"FA20_NQY7YO06PF9T";1;1;4;1;1;1;4;"12,15,18";NA
"FA20_ACKJM8X7MFQA";1;1;4;1;1;1;4;"9";NA
"FA20_D54124WPYK9G";1;2;3;1;2;1;3;"2,5,7,12,13,17,18";1
"FA20_PIPJ6IDWUJT8";3;3;1;3;3;3;3;"1,2";NA
"FA20_4TRXG07D20RS";1;1;4;1;2;1;4;"2,4,5,15,17,18";2
"FA20_X86SIWLQ6H8Z";1;2;2;1;2;1;1;"2";NA
"FA20_CNDGQ6V49E2D";1;1;4;1;2;1;4;"4,5,9";2
"FA20_EM46OYVM62JH";3;3;2;3;4;2;1;"9";NA
"FA20_O2KMWVSOY7IV";1;2;1;2;3;1;1;"5";4
"FA20_GVGUFNRWDG7I";1;2;2;1;2;1;3;"2,18";NA
"FA20_I5TIAHM9GDFI";1;4;2;1;4;1;2;"1";NA
"FA20_4FJIBAP979P4";1;3;4;1;3;3;4;"15";NA
"FA20_15XHSJL6ZMQ9";2;2;2;2;2;2;2;"8,18";NA
"FA20_M7CTNQ3QW9JN";2;2;2;1;3;2;2;"18";NA
"FA20_TE04H92UATXV";2;4;1;2;3;1;1;"2,5";1
"FA20_9PSTJPUUV1IM";1;1;2;1;2;1;3;"7";NA
"FA20_2OYTJ60D2K3L";2;4;1;1;3;1;2;"2,9";NA
"FA20_QBRMAPUN0UX1";2;3;2;2;3;2;2;"1,2";NA
"FA20_0P728JF6W68K";1;1;2;1;1;1;2;"1";NA
"FA20_TNJU6511GDY3";1;3;2;2;3;2;2;"10";NA
"FA20_B79VK1D8FR0Q";1;1;3;1;2;2;3;"5,10";3
"FA20_ZLVB252IJ85Q";1;3;2;1;2;2;2;"4";NA
"FA20_QJ0LQCNDOVOU";1;2;3;1;2;1;2;"2,9";NA
"FA20_3OBP2KUVFP2K";1;2;2;3;3;3;2;"1,5";2
"FA20_HIY56A97WFYM";1;2;2;1;2;1;2;"1";NA
"FA20_0ME93O1LSDR2";1;3;2;2;4;2;2;"7,9,18";NA
"FA20_BD56GYH726G4";1;1;3;1;1;1;3;"17";NA
"FA20_VG2M51C5SYUV";1;1;2;1;1;2;2;"4";NA
"FA20_XH49Y8HW414C";1;3;2;1;2;1;2;"2";NA
"FA20_IZXQW0RZXLYU";1;1;3;2;2;2;3;"1,18";NA
"FA20_V1EIWOSS90HR";1;3;2;2;4;1;2;"1";NA
"FA20_P4HQ1QC2R1ZS";1;2;2;1;3;2;3;"2,14";NA
"FA20_8VDVM45JBZAL";1;1;2;1;2;1;3;"1";NA
"FA20_193U9EJ81CXU";1;2;2;1;2;1;3;"7";NA
"FA20_863EEDKBJ7BL";1;2;4;2;4;2;4;"1,9,18";NA
"FA20_MWK506G5WS50";2;3;2;1;3;2;2;"2";NA
"FA20_GOJ7XXWQD67D";2;2;1;1;1;1;1;"1";NA
"FA20_81SANHVE0RI3";2;2;1;2;2;1;3;"2,4";NA
"FA20_4SCL9RQOX81R";1;3;2;1;3;2;3;"2,4,5,17,18";2
"FA20_VEB1Z0O8R3DU";1;1;1;1;1;2;1;"15";NA
"FA20_HO81GXD1LOQW";1;1;1;1;1;1;1;"1";NA
"FA20_ZF0HVA92HFS6";1;1;2;1;1;1;2;"9,18";NA
"FA20_T9Y3XSIM3Q52";1;1;2;1;2;1;2;"2";NA
"FA20_X7GYBARPS4P9";2;3;1;4;3;2;1;"2,17";NA
"FA20_XJ4HDRW4ZIND";1;2;2;2;2;2;2;"1";NA
"FA20_59VX2M5LAQV8";4;4;2;1;4;1;2;"9,17";NA
"FA20_TVWIXKA2JMOB";2;2;3;1;3;1;4;"2,13";NA
"FA20_9MGG93WERHME";1;1;3;2;1;2;3;"2,4,5,13";2
"FA20_RK3GFJYY8ATN";1;2;3;1;2;2;2;"1";NA
"FA20_YYGO1WLY7V5S";1;2;1;2;2;2;1;"2";NA
"FA20_RM1TWEXX6QFX";2;2;2;2;3;2;3;"9,10,13,18";NA
"FA20_C6Q6X42M5QLG";2;1;2;1;2;1;2;"1,3";NA
"FA20_N1UMYJQWH0NJ";1;2;2;1;2;1;2;"8";NA
"FA20_VF1CV8G80GTX";2;3;2;1;3;2;1;"17";NA
"FA20_8CS9X1UANROG";2;3;2;2;3;3;2;"2";NA
"FA20_K488SKPI1XJO";1;1;2;1;1;1;4;"2";NA
"FA20_FQJU3H3SCAGD";1;2;4;1;2;2;4;"7,9,18";NA
"FA20_2P6XNAAOIG4L";1;1;4;1;1;1;3;"3";NA
"FA20_OJ6IBN1SERSF";2;2;1;1;2;2;2;"15";NA
"FA20_AQQXGP94XOGR";3;4;1;1;4;1;3;"5,15";3
"FA20_PZUG7CRADML1";1;1;4;1;2;1;4;"7,9";NA
"FA20_HH9M8MLBWKRE";1;3;1;2;2;2;1;"6";NA
"FA20_MPNTOV55T1RF";1;2;3;1;3;2;2;"17";NA
"FA20_R6W9TBWT34WF";1;3;2;2;3;2;3;"7,10,13,18";NA
"FA20_11G699LZZFCO";1;4;2;3;4;2;2;"2,15";NA
"FA20_RJMVWE1J2AH6";1;1;3;1;1;2;2;"8";NA
"FA20_MK3ERVMG9B31";2;3;2;1;3;2;3;"8";NA
"FA20_PT2YHP0OSIG6";1;1;4;1;1;1;4;"1";NA
"FA20_T51DYP8QZNQE";2;2;4;1;2;1;4;"2,11";NA
"FA20_OUBGBNCG1TTF";1;2;1;1;3;1;2;"2,9,18";NA
"FA20_RCX1U2V2QQY6";3;4;1;2;4;2;1;"15";NA
"FA20_VNAFWFKQ9MYY";1;2;2;1;3;2;2;"2,18";NA
"FA20_97FAF9VZ734C";1;2;3;1;2;1;NA;"1,2,18";NA
"FA20_IX3U6HEU52O8";1;2;2;1;1;1;NA;"4,10";NA
"FA20_0IVRD2QPWXI2";1;1;3;2;4;1;3;"2,5,18";2
"FA20_12GTK3PVGKNB";1;1;3;1;2;1;3;"1,5";3
"FA20_NP4X1T6JP83V";1;3;2;1;3;1;2;"4,15";NA
"FA20_W5766ZPSUH70";1;1;1;1;2;1;2;"2";NA
"FA20_7CTRIIMK3C79";1;3;1;1;3;2;2;"2,5";2
"FA20_3TP97VFVUXGY";1;2;4;1;2;1;4;"1";NA
"FA20_9MQL65T7DKK1";1;2;2;1;3;2;2;"1,2";NA
"FA20_09P025YG7BY0";1;1;3;1;2;1;2;"9";NA
"FA20_AQA3E69Y4VPW";1;2;3;2;2;2;3;"18";NA
"FA20_5K7B05J08277";1;3;1;1;3;1;NA;"1,2,4,5,12,17,18";3
"FA20_R64H22C15149";1;2;3;1;2;1;3;"2,9";NA
"FA20_3I70BU3T4TXL";1;1;3;1;2;1;2;"1,2,12";NA
"FA20_S31L15EWA7RW";1;1;3;1;1;1;2;"2,18";NA
"FA20_MQAXZYO2OU0H";1;2;2;1;3;2;3;"1";NA
"FA20_J3XX7NX7M0J4";1;1;1;1;2;1;1;"1";NA
"FA20_T7ZLJWEVBCLN";1;2;2;1;2;1;2;"2,19";NA
"FA20_FM1409GL56R6";1;1;3;1;1;1;NA;"15";NA
"FA20_OY9GA9S7LCP2";2;4;3;3;4;2;3;"1,2";NA
"FA20_VS5T9UOGP4HP";2;1;3;2;2;1;3;"18";NA
"FA20_MKNJQI1VM38O";1;2;4;1;2;1;1;"1";NA
"FA20_PY4FNU500GHJ";1;4;2;4;4;4;1;"2,18";NA
"FA20_BCXX38WH75CQ";2;4;4;2;4;2;4;"1,2";NA
"FA20_JTBM2QUI8FZY";1;1;1;1;1;1;3;"2,12,13";NA
"FA20_U5FZTWOKCYU7";1;2;3;2;3;2;4;"1,5,6,7,8";1
"FA20_S7LV1YIG6WRG";2;2;2;1;4;1;3;"3";NA
"FA20_6K6RRGWKBBN6";2;2;1;1;3;2;2;"1";NA
"FA20_TJCJC3REFFKU";1;2;2;2;3;2;4;"7,18";NA
"FA20_3MGF1WUKKZX6";1;4;2;3;4;1;2;"2";NA
"FA20_39FQ13QICMPI";1;4;2;2;4;2;3;"2,14";NA
"FA20_O7XHBHQVMUO3";1;1;3;2;2;1;2;"2,4,5,12,14";1
"FA20_YWYYTM03PR4C";1;2;3;1;2;1;3;"1,5,17,18";2
"FA20_TCB46WLW23TU";1;1;3;2;1;3;2;"10";NA
"FA20_1AJ8KNEWTVZZ";1;1;2;1;1;3;2;"1";NA
"FA20_E4QF2SZ0AAIF";1;4;2;1;4;1;2;"13";NA
"FA20_XDEGI4GDHWQ7";1;2;3;1;2;1;4;"2,5,10,17,18";2
"FA20_L2CL1UU0UHZU";1;1;3;2;2;2;2;"12";NA
"FA20_T2BP2P4NNTLS";1;2;2;1;2;1;4;"1";NA
"FA20_DZ9KY0STG8LV";1;2;2;3;2;2;2;"1,4,10";NA
"FA20_3Q4B1L378WX5";1;2;2;1;2;1;2;"2,4,5,12";2
"FA20_CBRV4WEV3QIK";1;1;4;2;2;1;4;"2,9";NA
"FA20_0KJDE7G10W70";1;1;3;1;1;1;3;"2,9";NA
"FA20_7I3X1ETG9CP6";3;2;1;3;2;2;2;"2,4,7";NA
"FA20_TRXQUUTVXG3C";1;3;3;1;3;1;3;"2,7,10,13,17,18";NA
"FA20_OVZJGB4DINX4";1;1;2;2;2;2;2;"1";NA
"FA20_JHU4N9QIQK0Z";4;4;1;4;4;2;1;"5,17";2
"FA20_X1M08M2DCRCO";2;4;2;2;3;2;3;"4";NA
"FA20_2NNCB8CH28S6";1;2;3;2;2;1;2;"2,18";NA
"FA20_G5NKVZ2KP5VB";1;3;2;2;3;2;2;"1,8";NA
"FA20_V5W6BN258N3S";1;1;2;1;2;1;2;"1,18";NA
"FA20_NMGMYK26F0K3";2;3;2;1;2;2;2;"1,2,4,6,18";NA
"FA20_5LZ04TT9OMPY";1;2;3;1;3;1;3;"1,18";NA
"FA20_VUR1Q9ZPQ10A";1;2;3;1;3;2;2;"1,4";NA
"FA20_2ISFC50E04CO";1;2;4;1;2;1;4;"1";NA
"FA20_PDLOA78HFB5S";4;4;1;3;4;2;2;"1,2,4,5,11";2
"FA20_3RKDR0KF64YX";1;3;2;2;4;1;3;"2,5,12";2
"FA20_ES306QTH1J6Y";1;1;1;3;4;1;2;"10,15";NA
"FA20_IV2OEQUTIZ5P";1;2;3;2;2;1;3;"1,4";NA
"FA20_4ZTCU4HQFR8E";2;4;2;2;3;1;2;"4,13,15,18";NA
"FA20_AU4094P5XZIR";1;1;3;1;1;1;3;"4";NA
"FA20_0ODH4SBSYB5M";1;1;1;1;2;1;2;"1,2";NA
"FA20_8DR420GF3EMC";1;2;3;1;2;3;2;"1,2";NA
"FA20_GOJ7XXWQD67D";1;1;3;1;1;1;1;"1,4";NA
"FA20_GRADE97Z6SQM";1;1;3;2;1;2;2;"18";NA
"FA20_AUN9TM7MZOKQ";1;1;4;1;1;1;4;"2,7,18";NA
"FA20_HY4TTEJTO2BA";1;2;3;1;2;1;NA;"1,4,18";NA
"FA20_BTTLK1OQTUIQ";1;2;4;1;2;2;3;"1,2,4,5";2
"FA20_Z6LPHLEK70GT";1;2;3;1;2;1;3;"1,6,18";NA
"FA20_3L9S10DEQN30";1;1;3;1;2;1;2;"7";NA
"FA20_DXC0A52M4Z5P";1;2;2;1;2;1;2;"2,19";NA
"FA20_MKHE2260V697";1;2;2;2;2;2;NA;"1,2";NA
"FA20_OOTOJ6UDA6VL";1;1;1;1;2;1;2;"1,4,5";1
"FA20_190716ULGHJ8";1;1;3;1;1;1;3;"18";NA
"FA20_Q4BAG69ZCVOM";1;1;1;3;3;2;1;"1,7,12";NA
"FA20_B7VJKBEZX1DO";1;2;2;1;2;3;3;"1,2,19";NA
"FA20_VH48WRAUV72N";1;2;4;1;2;1;3;"2,17,18";NA
"FA20_J3KXST2VE4WF";1;3;3;2;2;2;2;"2,5,6,18";1
"FA20_EF1RKTNDNFY6";1;1;2;1;3;1;2;"2,12";NA
"FA20_542LNPOBACIQ";1;1;1;2;2;3;3;"1,5";2
"FA20_ZIN7F8ZO0LGP";NA;NA;NA;NA;NA;NA;NA;"2";NA
"FA20_GZRUS5COXY9I";1;1;4;1;2;1;4;"8,9";NA
"FA20_NNPDRYCMGX5B";1;4;1;4;4;4;1;NA;NA
"FA20_OBPMXIG0DHYS";1;2;3;1;2;1;NA;"7";NA
"FA20_KYB5V8KMBFO1";2;3;1;2;4;1;1;"2,4,5,11";4
"FA20_56FS6YVGWNC6";4;2;1;3;2;4;1;"5,6,18";3
"FA20_HHGYKXHVC4D4";1;3;2;2;2;1;2;"2";NA
"FA20_YJ0T69391SLJ";1;1;2;1;1;1;3;"1";NA
"FA20_TE04H92UATXV";1;4;1;2;4;1;1;"2,18";NA
"FA20_QTA6CPPVST3S";2;2;2;2;3;2;2;"4,5,17";3
"FA20_LRCQNCT7Q0NL";1;1;3;1;2;1;3;"2,4,14";NA
"FA20_9BL2PZESF2TP";1;2;2;2;3;2;3;"2,18";NA
"FA20_LE3M988AYACN";1;2;2;2;3;2;1;"5,10,17,18";3
"FA20_NI6AU9GUS0G4";1;2;1;4;4;4;1;"1,2";NA
"FA20_HH9M8MLBWKRE";1;1;3;1;1;1;1;"9";NA
"FA20_0IF3S501IAZM";3;4;2;2;4;2;1;"8";NA
"FA20_388BSNJLGFAJ";1;1;3;1;1;1;3;"19";NA
"FA20_5ADZITPEMS0W";1;2;3;1;2;1;4;"2,4,19";NA
"FA20_S73O0XJATOXC";1;2;3;1;2;1;3;"5,18";3
"FA20_RM1TWEXX6QFX";2;3;2;2;3;2;2;"1,5";1
"FA20_5DH0P93R4EH5";1;2;1;1;3;1;1;"2";NA
"FA20_WVNXXLZW4ESR";1;2;1;1;2;2;1;"1";NA
"FA20_RJSX4XACVQ96";2;2;2;2;2;2;2;"1,18";NA
"FA20_FQJU3H3SCAGD";1;3;2;2;2;1;3;"1";NA
"FA20_25VSNNB9S2L7";1;2;2;2;1;1;NA;"1";NA
"FA20_32UVJIK1ZDTQ";1;2;4;1;2;1;4;"5,15,18";2
"FA20_TW61C82V7KEE";1;1;1;1;2;1;1;"2";NA
"FA20_7H5R3X5OMG7W";2;2;2;2;2;2;2;"1,2,18";NA
"FA20_4OJFZ518JSW1";1;2;4;1;2;1;3;"2";NA
"FA20_MRBLJWFHWM37";1;2;2;2;2;1;2;"11,18";NA
"FA20_4UUD2SSDBH98";1;1;2;1;2;1;4;"3";NA
"FA20_P1TGDUU8ZVLR";1;1;2;NA;1;2;NA;"2,11";NA
"FA20_IRKUAEIQ7TW1";1;2;2;1;2;2;1;"2,5,17,18";1
"FA20_LYD5I751CJEG";1;2;2;2;3;1;2;"1";NA
"FA20_YVZR82U09FFN";1;1;4;1;2;1;4;NA;NA
"FA20_6Z3DJ0GJO69M";1;1;3;1;1;2;3;"2,5";1
"FA20_AN40U9G5V5TF";1;1;2;1;2;1;3;"1";NA
"FA20_FISEQIYML8HB";2;4;2;3;4;3;1;"1,5";2
"FA20_RN8PNALHSGZC";1;3;3;1;3;2;4;"1";NA
"FA20_ST8X27QBZ0YJ";4;4;1;4;4;4;1;"1";NA
"FA20_2QYD6SLA4QFS";4;2;1;3;4;3;2;"2,4,5,15";2
"FA20_D7K0X3XM41CU";1;2;2;1;4;1;2;"2,5,15";2
"FA20_76Y2OQ1BCCNM";2;2;2;2;2;3;2;"3";NA
"FA20_XRFGPUONTR9S";2;4;2;1;4;4;1;"2,10";NA
"FA20_FJWR6AISSOEK";1;3;2;1;2;1;3;"9,10";NA
"FA20_3FVB6E6CF9UT";1;3;2;1;3;2;2;"1,2,4";NA
"FA20_U0GZRPGZ82DE";2;2;2;2;3;2;2;"1,6,12,18";NA
"FA20_D9V3JEJ4C1XS";1;1;2;2;1;3;NA;"5,15,19";2
"FA20_VK0V8Z8PTEEU";1;3;2;1;4;2;NA;"1";NA
"FA20_C6Q6X42M5QLG";1;1;4;1;1;1;4;"3,18";NA
"FA20_JKDVDTDJ0VC4";1;4;1;4;4;3;1;"1,2";NA
"FA20_RUIRIDZUL13H";2;3;3;2;3;3;2;"1";NA
"FA20_5Q6Q8EA4O0FL";3;3;1;2;2;1;2;"2,14";NA
"FA20_AN3YPS0CBOYL";1;1;3;1;1;1;3;"6,18";NA
"FA20_LY1AQJRCU9WK";1;1;1;1;2;1;1;"15";NA
"FA20_XDDXEBDSIFRS";1;2;2;1;2;1;NA;"5,9,10,11,18";1
"FA20_ZIULPFSCQ7JQ";1;2;4;1;2;1;4;NA;NA
"FA20_5PGYS8YMJ7PK";1;1;2;1;1;1;2;"1,2,18";NA
"FA20_FL9IY2ADH0EE";1;1;3;1;1;1;3;"15";NA
"FA20_5QQCTDBWOOEC";1;3;3;1;3;1;3;"1";NA
"FA20_TPS7VILYDVXL";1;2;4;1;2;1;4;"2";NA
"FA20_AN2Z9BDAM4WU";1;1;4;1;1;1;4;"4";NA
"FA20_7RK3U01JNCD2";1;1;4;1;1;1;1;"1,2";NA
"FA20_PIPJ6IDWUJT8";1;4;1;3;4;4;1;"2,19";NA
"FA20_VNAFWFKQ9MYY";1;2;3;1;3;1;3;"2,18";NA
"FA20_EDBY4H6OHPXO";1;2;2;2;3;1;2;"15";NA
"FA20_B2CDMKUHXVI4";1;2;4;1;2;1;4;"2";NA
"FA20_IB5K5MW2G962";1;1;3;1;2;1;3;"2,9";NA
"FA20_FXUI80F6PMAZ";1;1;3;1;2;1;3;"1";NA
"FA20_KJUUGEII0LOW";1;1;1;2;2;1;1;"2";NA
"FA20_SG866F1KR0FR";1;2;2;1;1;1;2;"2";NA
"FA20_MQAXZYO2OU0H";1;2;3;1;2;1;3;"8";NA
"FA20_3OBP2KUVFP2K";1;3;2;3;4;4;2;"5,7";3
"FA20_P4HQ1QC2R1ZS";1;3;3;2;3;2;2;"10";NA
"FA20_CP8TJG53YKSS";1;1;3;1;1;1;3;"10";NA
"FA20_RLDIU8C8VEBD";1;1;2;1;1;1;2;"5,10";1
"FA20_XH49Y8HW414C";1;2;3;1;2;1;1;"7";NA
"FA20_9LAZI904NJ1W";1;2;2;1;2;1;2;"9,18";NA
"FA20_1FS82D2KKGZR";1;1;2;1;2;1;2;"2";NA
"FA20_5HN4UYRBAJU6";1;2;2;1;2;1;2;"2";NA
